0,31.8,0.0,0.0
0.5,38.0,0.0,0.0
1.0,13.8,0.0,0.0
1.5,17.3,0.0,0.0
2.0,15.5,0.0,0.0
2.5,15.1,0.0,0.0
3.0,14.2,0.0,0.0
3.5,20.0,0.0,0.0
4.0,14.7,0.0,0.0
4.5,21.8,0.0,0.0
5.0,15.6,0.0,0.0
5.5,23.3,0.0,0.0
6.0,14.1,0.0,0.0
6.5,14.0,0.0,0.0
7.0,14.1,0.0,0.0
7.5,15.1,0.0,0.0
8.0,13.4,0.0,0.0
8.5,14.0,0.0,0.0
9.0,13.8,0.0,0.0
9.5,15.4,0.0,0.0
10.0,13.9,0.0,0.0
10.5,14.1,0.0,0.0
11.0,14.0,0.0,0.0
11.5,13.6,0.0,0.0
12.0,14.0,0.0,0.0
12.5,13.9,0.0,0.0
13.0,15.5,0.0,0.0
13.5,14.9,0.0,0.0
14.0,13.5,0.0,0.0
14.5,16.3,0.0,0.0
15.0,14.4,0.0,0.0
15.5,14.3,0.0,0.0
16.0,14.0,0.0,0.0
16.5,13.7,0.0,0.0
17.0,17.6,0.0,0.0
17.5,20.0,0.0,0.0
18.0,14.3,0.0,0.0
18.5,16.5,0.0,0.0
19.0,23.7,0.0,0.0
19.5,13.8,0.0,0.0
20.0,15.2,0.0,0.0
20.5,14.2,0.0,0.0
21.0,14.4,0.0,0.0
21.5,13.5,0.0,0.0
22.0,13.6,0.0,0.0
22.5,14.4,0.0,0.0
23.0,14.4,0.0,0.0
23.5,14.2,0.0,0.0
24.0,13.8,0.0,0.0
24.5,13.8,0.0,0.0
25.0,14.2,0.0,0.0
25.5,14.0,0.0,0.0
26.0,15.3,0.0,0.0
26.5,16.9,0.0,0.0
27.0,21.8,0.0,0.0
27.5,14.2,0.0,0.0
28.0,19.3,0.0,0.0
28.5,19.6,0.0,0.0
29.0,19.8,0.0,0.0
29.5,14.5,0.0,0.0
30.0,23.6,0.0,0.0
30.5,15.2,0.0,0.0
31.0,21.0,0.0,0.0
31.5,14.0,0.0,0.0
32.0,14.7,0.0,0.0
32.5,14.6,0.0,0.0
33.0,14.5,0.0,0.0
33.5,15.1,0.0,0.0
34.0,16.6,0.0,0.0
34.5,13.8,0.0,0.0
35.0,17.2,0.0,0.0
35.5,14.0,0.0,0.0
36.0,14.2,0.0,0.0
36.5,16.1,0.0,0.0
37.0,14.0,0.0,0.0
37.5,22.4,0.0,0.0
38.0,14.5,0.0,0.0
38.5,14.0,0.0,0.0
39.0,14.1,0.0,0.0
39.5,16.6,0.0,0.0
40.0,14.3,0.0,0.0
40.5,38.6,0.0,0.0
41.0,14.7,0.0,0.0
41.5,14.1,0.0,0.0
42.0,14.0,0.0,0.0
42.5,14.2,0.0,0.0
43.0,13.5,0.0,0.0
43.5,14.8,0.0,0.0
44.0,15.1,0.0,0.0
44.5,15.4,0.0,0.0
45.0,14.5,0.0,0.0
45.5,14.1,0.0,0.0
46.0,17.7,0.0,0.0
46.5,14.4,0.0,0.0
47.0,16.4,0.0,0.0
47.5,13.3,0.0,0.0
48.0,21.0,0.0,0.0
48.5,35.1,0.0,0.0
49.0,13.7,0.0,0.0
49.5,15.7,0.0,0.0
50.0,22.6,0.0,0.0
50.5,14.1,0.0,0.0
51.0,16.0,0.0,0.0
51.5,14.3,0.0,0.0
52.0,32.1,0.0,0.0
52.5,14.5,0.0,0.0
53.0,15.4,0.0,0.0
53.5,15.1,0.0,0.0
54.0,14.7,0.0,0.0
54.5,14.3,0.0,0.0
55.0,14.1,0.0,0.0
55.5,15.4,0.0,0.0
56.0,14.3,0.0,0.0
56.5,14.6,0.0,0.0
57.0,15.1,0.0,0.0
57.5,16.6,0.0,0.0
58.0,13.9,0.0,0.0
58.5,14.0,0.0,0.0
59.0,19.3,0.0,0.0
59.5,14.4,0.0,0.0
60.0,14.2,0.0,0.0
60.5,14.6,0.0,0.0
61.0,17.8,0.0,0.0
61.5,14.3,0.0,0.0
62.0,22.8,0.0,0.0
62.5,21.1,0.0,0.0
63.0,16.4,0.0,0.0
63.5,14.1,0.0,0.0
64.0,13.9,0.0,0.0
64.5,13.8,0.0,0.0
65.0,14.0,0.0,0.0
65.5,14.4,0.0,0.0
66.0,22.8,0.0,0.0
66.5,21.5,0.0,0.0
67.0,14.3,0.0,0.0
67.5,27.9,0.0,0.0
68.0,14.1,0.0,0.0
68.5,15.8,0.0,0.0
69.0,14.1,0.0,0.0
69.5,23.8,0.0,0.0
70.0,14.4,0.0,0.0
70.5,15.9,0.0,0.0
71.0,14.3,0.0,0.0
71.5,14.1,0.0,0.0
72.0,13.8,0.0,0.0
72.5,14.5,0.0,0.0
73.0,14.5,0.0,0.0
73.5,15.0,0.0,0.0
74.0,14.4,0.0,0.0
74.5,15.5,0.0,0.0
75.0,15.3,0.0,0.0
75.5,14.4,0.0,0.0
76.0,13.9,0.0,0.0
76.5,23.7,0.0,0.0
77.0,16.0,0.0,0.0
77.5,14.8,0.0,0.0
78.0,23.3,0.0,0.0
78.5,15.3,0.0,0.0
79.0,16.0,0.0,0.0
79.5,15.8,0.0,0.0
80.0,13.8,0.0,0.0
80.5,13.3,0.0,0.0
81.0,23.7,0.0,0.0
81.5,14.2,0.0,0.0
82.0,14.6,0.0,0.0
82.5,13.6,0.0,0.0
83.0,27.8,0.0,0.0
83.5,19.9,0.0,0.0
84.0,18.9,0.0,0.0
84.5,14.8,0.0,0.0
85.0,14.5,0.0,0.0
85.5,27.0,0.0,0.0
86.0,19.9,0.0,0.0
86.5,14.1,0.0,0.0
87.0,17.8,0.0,0.0
87.5,16.6,0.0,0.0
88.0,14.3,0.0,0.0
88.5,14.4,0.0,0.0
89.0,13.9,0.0,0.0
89.5,13.5,0.0,0.0
90.0,14.9,0.0,0.0
90.5,14.9,0.0,0.0
91.0,15.2,0.0,0.0
91.5,14.3,0.0,0.0
92.0,14.0,0.0,0.0
92.5,18.5,0.0,0.0
93.0,15.0,0.0,0.0
93.5,13.9,0.0,0.0
94.0,26.0,0.0,0.0
94.5,13.8,0.0,0.0
95.0,17.0,0.0,0.0
95.5,14.9,0.0,0.0
96.0,15.0,0.0,0.0
96.5,13.8,0.0,0.0
97.0,14.2,0.0,0.0
97.5,14.9,0.0,0.0
98.0,13.4,0.0,0.0
98.5,13.9,0.0,0.0
99.0,14.2,0.0,0.0
99.5,14.5,0.0,0.0
100.0,24.6,0.0,0.0
100.5,14.6,0.0,0.0
101.0,16.1,0.0,0.0
101.5,16.7,0.0,0.0
102.0,17.1,0.0,0.0
102.5,14.9,0.0,0.0
103.0,19.1,0.0,0.0
103.5,14.1,0.0,0.0
104.0,14.8,0.0,0.0
104.5,13.6,0.0,0.0
105.0,14.2,0.0,0.0
105.5,13.8,0.0,0.0
106.0,13.6,0.0,0.0
106.5,14.5,0.0,0.0
107.0,14.2,0.0,0.0
107.5,13.9,0.0,0.0
108.0,14.0,0.0,0.0
108.5,13.9,0.0,0.0
109.0,13.9,0.0,0.0
109.5,14.0,0.0,0.0
110.0,13.8,0.0,0.0
110.5,13.7,0.0,0.0
111.0,14.2,0.0,0.0
111.5,14.1,0.0,0.0
112.0,13.8,0.0,0.0
112.5,14.1,0.0,0.0
113.0,14.2,0.0,0.0
113.5,13.7,0.0,0.0
114.0,13.9,0.0,0.0
114.5,14.1,0.0,0.0
115.0,13.4,0.0,0.0
115.5,14.3,0.0,0.0
116.0,14.0,0.0,0.0
116.5,14.0,0.0,0.0
117.0,14.1,0.0,0.0
117.5,14.2,0.0,0.0
118.0,13.7,0.0,0.0
118.5,14.1,0.0,0.0
119.0,13.8,0.0,0.0
119.5,17.3,0.0,0.0
120.0,13.8,0.0,0.0
120.5,16.2,0.0,0.0
121.0,14.3,0.0,0.0
121.5,14.1,0.0,0.0
122.0,14.1,0.0,0.0
122.5,14.8,0.0,0.0
123.0,13.9,0.0,0.0
123.5,14.5,0.0,0.0
124.0,13.4,0.0,0.0
124.5,14.1,0.0,0.0
125.0,13.9,0.0,0.0
125.5,14.0,0.0,0.0
126.0,14.3,0.0,0.0
126.5,13.9,0.0,0.0
127.0,13.8,0.0,0.0
127.5,14.1,0.0,0.0
128.0,14.3,0.0,0.0
128.5,13.6,0.0,0.0
129.0,13.6,0.0,0.0
129.5,14.6,0.0,0.0
130.0,15.6,0.0,0.0
130.5,14.0,0.0,0.0
131.0,13.9,0.0,0.0
131.5,13.4,0.0,0.0
132.0,31.2,0.0,0.0
132.5,15.1,0.0,0.0
133.0,15.6,0.0,0.0
133.5,14.3,0.0,0.0
134.0,14.1,0.0,0.0
134.5,17.5,0.0,0.0
135.0,17.1,0.0,0.0
135.5,15.7,0.0,0.0
